Timestamp,Cycle,Symbol,Price,RSI,Stochastic,MACD_Signal,ADX,Trend,Volume_Ratio,Volatility,Setup_Score,Model_Name,Model_Signal,Model_Response_Time_ms,Consensus_Signal,Agreement_Level,Confidence_Score,Stop_Loss,Take_Profit,Risk_Reward_Ratio
2025-10-19 18:23:23,3,BTCUSDT,108297.54,50.2,11.86,BEARISH - Downward Pressure,74.92,NEUTRAL/BEARISH/BULLISH,0.79,LOW,1,Qwen3-32B,HOLD,607.1887016296387,HOLD,100.0,73.0,106131.59,112629.44,2.0
2025-10-19 18:23:23,3,BTCUSDT,108297.54,50.2,11.86,BEARISH - Downward Pressure,74.92,NEUTRAL/BEARISH/BULLISH,0.79,LOW,1,Llama-4-Maverick-17B,HOLD,501.2173652648926,HOLD,100.0,73.0,106131.59,112629.44,2.0
2025-10-19 18:23:23,3,BTCUSDT,108297.54,50.2,11.86,BEARISH - Downward Pressure,74.92,NEUTRAL/BEARISH/BULLISH,0.79,LOW,1,GPT-OSS-120B,HOLD,1422.4495887756348,HOLD,100.0,73.0,106131.59,112629.44,2.0
2025-10-19 18:23:23,3,BTCUSDT,108297.54,50.2,11.86,BEARISH - Downward Pressure,74.92,NEUTRAL/BEARISH/BULLISH,0.79,LOW,1,Kimi-K2,HOLD,542.1326160430908,HOLD,100.0,73.0,106131.59,112629.44,2.0
2025-10-19 18:28:26,4,BTCUSDT,108358.56,53.64,24.45,BEARISH - Downward Pressure,73.02,NEUTRAL/BULLISH/BULLISH,0.83,LOW,1,Qwen3-32B,HOLD,7158.668279647827,HOLD,100.0,73.0,106191.39,112692.9,2.0
2025-10-19 18:28:26,4,BTCUSDT,108358.56,53.64,24.45,BEARISH - Downward Pressure,73.02,NEUTRAL/BULLISH/BULLISH,0.83,LOW,1,Llama-4-Maverick-17B,HOLD,640.3677463531494,HOLD,100.0,73.0,106191.39,112692.9,2.0
2025-10-19 18:28:26,4,BTCUSDT,108358.56,53.64,24.45,BEARISH - Downward Pressure,73.02,NEUTRAL/BULLISH/BULLISH,0.83,LOW,1,GPT-OSS-120B,HOLD,546.0107326507568,HOLD,100.0,73.0,106191.39,112692.9,2.0
2025-10-19 18:28:26,4,BTCUSDT,108358.56,53.64,24.45,BEARISH - Downward Pressure,73.02,NEUTRAL/BULLISH/BULLISH,0.83,LOW,1,Kimi-K2,HOLD,438.3866786956787,HOLD,100.0,73.0,106191.39,112692.9,2.0
2025-10-19 18:33:36,5,BTCUSDT,108300.0,49.93,12.37,BEARISH - Downward Pressure,71.87,NEUTRAL/BEARISH/BULLISH,0.69,LOW,1,Qwen3-32B,HOLD,732.2890758514404,HOLD,100.0,73.0,106134.0,112632.0,2.0
2025-10-19 18:33:36,5,BTCUSDT,108300.0,49.93,12.37,BEARISH - Downward Pressure,71.87,NEUTRAL/BEARISH/BULLISH,0.69,LOW,1,Llama-4-Maverick-17B,HOLD,4072.5507736206055,HOLD,100.0,73.0,106134.0,112632.0,2.0
2025-10-19 18:33:36,5,BTCUSDT,108300.0,49.93,12.37,BEARISH - Downward Pressure,71.87,NEUTRAL/BEARISH/BULLISH,0.69,LOW,1,GPT-OSS-120B,HOLD,661.2117290496826,HOLD,100.0,73.0,106134.0,112632.0,2.0
2025-10-19 18:33:36,5,BTCUSDT,108300.0,49.93,12.37,BEARISH - Downward Pressure,71.87,NEUTRAL/BEARISH/BULLISH,0.69,LOW,1,Kimi-K2,HOLD,506.43301010131836,HOLD,100.0,73.0,106134.0,112632.0,2.0
2025-10-19 18:38:42,6,BTCUSDT,108354.94,53.37,29.36,BEARISH - Downward Pressure,71.0,NEUTRAL/BULLISH/BULLISH,1.09,LOW,1,Qwen3-32B,HOLD,643.3641910552979,HOLD,100.0,73.0,106187.84,112689.14,2.0
2025-10-19 18:38:42,6,BTCUSDT,108354.94,53.37,29.36,BEARISH - Downward Pressure,71.0,NEUTRAL/BULLISH/BULLISH,1.09,LOW,1,Llama-4-Maverick-17B,HOLD,494.78650093078613,HOLD,100.0,73.0,106187.84,112689.14,2.0
2025-10-19 18:38:42,6,BTCUSDT,108354.94,53.37,29.36,BEARISH - Downward Pressure,71.0,NEUTRAL/BULLISH/BULLISH,1.09,LOW,1,GPT-OSS-120B,HOLD,643.9802646636963,HOLD,100.0,73.0,106187.84,112689.14,2.0
2025-10-19 18:38:42,6,BTCUSDT,108354.94,53.37,29.36,BEARISH - Downward Pressure,71.0,NEUTRAL/BULLISH/BULLISH,1.09,LOW,1,Kimi-K2,HOLD,459.3513011932373,HOLD,100.0,73.0,106187.84,112689.14,2.0
2025-10-19 18:43:45,7,BTCUSDT,108828.19,71.78,100.0,BULLISH - Strong Momentum,68.05,BULLISH/BULLISH/BULLISH,1.13,LOW,6,Qwen3-32B,HOLD,572.3354816436768,HOLD,100.0,88.0,106651.63,113181.32,2.0
2025-10-19 18:43:45,7,BTCUSDT,108828.19,71.78,100.0,BULLISH - Strong Momentum,68.05,BULLISH/BULLISH/BULLISH,1.13,LOW,6,Llama-4-Maverick-17B,HOLD,585.3383541107178,HOLD,100.0,88.0,106651.63,113181.32,2.0
2025-10-19 18:43:45,7,BTCUSDT,108828.19,71.78,100.0,BULLISH - Strong Momentum,68.05,BULLISH/BULLISH/BULLISH,1.13,LOW,6,GPT-OSS-120B,HOLD,653.6211967468262,HOLD,100.0,88.0,106651.63,113181.32,2.0
2025-10-19 18:43:45,7,BTCUSDT,108828.19,71.78,100.0,BULLISH - Strong Momentum,68.05,BULLISH/BULLISH/BULLISH,1.13,LOW,6,Kimi-K2,HOLD,487.37215995788574,HOLD,100.0,88.0,106651.63,113181.32,2.0
2025-10-19 18:48:48,8,BTCUSDT,108718.71,62.64,69.68,BULLISH - Strong Momentum,64.81,BULLISH/BULLISH/BULLISH,1.14,LOW,6,Qwen3-32B,HOLD,609.7071170806885,HOLD,100.0,88.0,106544.34,113067.46,2.0
2025-10-19 18:48:48,8,BTCUSDT,108718.71,62.64,69.68,BULLISH - Strong Momentum,64.81,BULLISH/BULLISH/BULLISH,1.14,LOW,6,Llama-4-Maverick-17B,HOLD,562.3493194580078,HOLD,100.0,88.0,106544.34,113067.46,2.0
2025-10-19 18:48:48,8,BTCUSDT,108718.71,62.64,69.68,BULLISH - Strong Momentum,64.81,BULLISH/BULLISH/BULLISH,1.14,LOW,6,GPT-OSS-120B,HOLD,726.752519607544,HOLD,100.0,88.0,106544.34,113067.46,2.0
2025-10-19 18:48:48,8,BTCUSDT,108718.71,62.64,69.68,BULLISH - Strong Momentum,64.81,BULLISH/BULLISH/BULLISH,1.14,LOW,6,Kimi-K2,HOLD,467.5030708312988,HOLD,100.0,88.0,106544.34,113067.46,2.0
2025-10-19 18:53:51,9,BTCUSDT,108668.56,60.29,62.93,BULLISH - Strong Momentum,62.19,BULLISH/BULLISH/BULLISH,0.88,LOW,6,Qwen3-32B,HOLD,633.3074569702148,HOLD,100.0,88.0,106495.19,113015.3,2.0
2025-10-19 18:53:51,9,BTCUSDT,108668.56,60.29,62.93,BULLISH - Strong Momentum,62.19,BULLISH/BULLISH/BULLISH,0.88,LOW,6,Llama-4-Maverick-17B,HOLD,528.2309055328369,HOLD,100.0,88.0,106495.19,113015.3,2.0
2025-10-19 18:53:51,9,BTCUSDT,108668.56,60.29,62.93,BULLISH - Strong Momentum,62.19,BULLISH/BULLISH/BULLISH,0.88,LOW,6,GPT-OSS-120B,HOLD,570.3518390655518,HOLD,100.0,88.0,106495.19,113015.3,2.0
2025-10-19 18:53:51,9,BTCUSDT,108668.56,60.29,62.93,BULLISH - Strong Momentum,62.19,BULLISH/BULLISH/BULLISH,0.88,LOW,6,Kimi-K2,HOLD,457.96966552734375,HOLD,100.0,88.0,106495.19,113015.3,2.0
2025-10-19 18:58:54,10,BTCUSDT,108625.76,58.33,57.17,BULLISH - Strong Momentum,59.79,BULLISH/BULLISH/BULLISH,0.56,LOW,6,Qwen3-32B,HOLD,612.9069328308105,HOLD,100.0,88.0,106453.24,112970.79,2.0
2025-10-19 18:58:54,10,BTCUSDT,108625.76,58.33,57.17,BULLISH - Strong Momentum,59.79,BULLISH/BULLISH/BULLISH,0.56,LOW,6,Llama-4-Maverick-17B,HOLD,1500.9567737579346,HOLD,100.0,88.0,106453.24,112970.79,2.0
2025-10-19 18:58:54,10,BTCUSDT,108625.76,58.33,57.17,BULLISH - Strong Momentum,59.79,BULLISH/BULLISH/BULLISH,0.56,LOW,6,GPT-OSS-120B,HOLD,579.2920589447021,HOLD,100.0,88.0,106453.24,112970.79,2.0
2025-10-19 18:58:54,10,BTCUSDT,108625.76,58.33,57.17,BULLISH - Strong Momentum,59.79,BULLISH/BULLISH/BULLISH,0.56,LOW,6,Kimi-K2,HOLD,548.370361328125,HOLD,100.0,88.0,106453.24,112970.79,2.0
2025-10-19 19:03:57,11,BTCUSDT,108656.19,59.31,61.27,BULLISH - Strong Momentum,57.64,BULLISH/BULLISH/BULLISH,0.9,LOW,6,Qwen3-32B,HOLD,640.2978897094727,HOLD,100.0,88.0,106483.07,113002.44,2.0
2025-10-19 19:03:57,11,BTCUSDT,108656.19,59.31,61.27,BULLISH - Strong Momentum,57.64,BULLISH/BULLISH/BULLISH,0.9,LOW,6,Llama-4-Maverick-17B,HOLD,529.8299789428711,HOLD,100.0,88.0,106483.07,113002.44,2.0
2025-10-19 19:03:57,11,BTCUSDT,108656.19,59.31,61.27,BULLISH - Strong Momentum,57.64,BULLISH/BULLISH/BULLISH,0.9,LOW,6,GPT-OSS-120B,HOLD,1711.6529941558838,HOLD,100.0,88.0,106483.07,113002.44,2.0
2025-10-19 19:03:57,11,BTCUSDT,108656.19,59.31,61.27,BULLISH - Strong Momentum,57.64,BULLISH/BULLISH/BULLISH,0.9,LOW,6,Kimi-K2,HOLD,552.2670745849609,HOLD,100.0,88.0,106483.07,113002.44,2.0
2025-10-19 19:09:01,12,BTCUSDT,108952.26,67.38,89.25,BULLISH - Strong Momentum,54.24,BULLISH/BULLISH/BULLISH,1.56,LOW,8,Qwen3-32B,HOLD,789.4773483276367,HOLD,75.0,76.5,106773.21,113310.35,2.0
2025-10-19 19:09:01,12,BTCUSDT,108952.26,67.38,89.25,BULLISH - Strong Momentum,54.24,BULLISH/BULLISH/BULLISH,1.56,LOW,8,Llama-4-Maverick-17B,HOLD,543.370246887207,HOLD,75.0,76.5,106773.21,113310.35,2.0
2025-10-19 19:09:01,12,BTCUSDT,108952.26,67.38,89.25,BULLISH - Strong Momentum,54.24,BULLISH/BULLISH/BULLISH,1.56,LOW,8,GPT-OSS-120B,HOLD,610.9740734100342,HOLD,75.0,76.5,106773.21,113310.35,2.0
2025-10-19 19:09:01,12,BTCUSDT,108952.26,67.38,89.25,BULLISH - Strong Momentum,54.24,BULLISH/BULLISH/BULLISH,1.56,LOW,8,Kimi-K2,BUY,470.89123725891113,HOLD,75.0,76.5,106773.21,113310.35,2.0
2025-10-19 19:14:04,13,BTCUSDT,109057.81,69.64,89.64,BULLISH - Strong Momentum,50.79,BULLISH/BULLISH/BULLISH,0.88,LOW,6,Qwen3-32B,HOLD,14161.192655563354,HOLD,100.0,88.0,106876.65,113420.12,2.0
2025-10-19 19:14:04,13,BTCUSDT,109057.81,69.64,89.64,BULLISH - Strong Momentum,50.79,BULLISH/BULLISH/BULLISH,0.88,LOW,6,Llama-4-Maverick-17B,HOLD,556.5910339355469,HOLD,100.0,88.0,106876.65,113420.12,2.0
2025-10-19 19:14:04,13,BTCUSDT,109057.81,69.64,89.64,BULLISH - Strong Momentum,50.79,BULLISH/BULLISH/BULLISH,0.88,LOW,6,GPT-OSS-120B,HOLD,785.4650020599365,HOLD,100.0,88.0,106876.65,113420.12,2.0
2025-10-19 19:14:04,13,BTCUSDT,109057.81,69.64,89.64,BULLISH - Strong Momentum,50.79,BULLISH/BULLISH/BULLISH,0.88,LOW,6,Kimi-K2,HOLD,459.4731330871582,HOLD,100.0,88.0,106876.65,113420.12,2.0
2025-10-19 19:19:21,14,BTCUSDT,109104.11,69.78,75.74,BULLISH - Strong Momentum,47.46,BULLISH/BULLISH/BULLISH,1.67,LOW,8,Qwen3-32B,HOLD,564.3978118896484,HOLD,75.0,76.5,106922.03,113468.27,2.0
2025-10-19 19:19:21,14,BTCUSDT,109104.11,69.78,75.74,BULLISH - Strong Momentum,47.46,BULLISH/BULLISH/BULLISH,1.67,LOW,8,Llama-4-Maverick-17B,HOLD,686.5458488464355,HOLD,75.0,76.5,106922.03,113468.27,2.0
2025-10-19 19:19:21,14,BTCUSDT,109104.11,69.78,75.74,BULLISH - Strong Momentum,47.46,BULLISH/BULLISH/BULLISH,1.67,LOW,8,GPT-OSS-120B,HOLD,744.9111938476562,HOLD,75.0,76.5,106922.03,113468.27,2.0
2025-10-19 19:19:21,14,BTCUSDT,109104.11,69.78,75.74,BULLISH - Strong Momentum,47.46,BULLISH/BULLISH/BULLISH,1.67,LOW,8,Kimi-K2,BUY,424.76463317871094,HOLD,75.0,76.5,106922.03,113468.27,2.0
2025-10-19 19:24:24,15,BTCUSDT,109106.53,68.97,75.0,BULLISH - Strong Momentum,44.2,BULLISH/BULLISH/BULLISH,0.83,LOW,6,Qwen3-32B,HOLD,618.3919906616211,HOLD,100.0,88.0,106924.4,113470.79,2.0
2025-10-19 19:24:24,15,BTCUSDT,109106.53,68.97,75.0,BULLISH - Strong Momentum,44.2,BULLISH/BULLISH/BULLISH,0.83,LOW,6,Llama-4-Maverick-17B,HOLD,506.6511631011963,HOLD,100.0,88.0,106924.4,113470.79,2.0
2025-10-19 19:24:24,15,BTCUSDT,109106.53,68.97,75.0,BULLISH - Strong Momentum,44.2,BULLISH/BULLISH/BULLISH,0.83,LOW,6,GPT-OSS-120B,HOLD,631.4008235931396,HOLD,100.0,88.0,106924.4,113470.79,2.0
2025-10-19 19:24:24,15,BTCUSDT,109106.53,68.97,75.0,BULLISH - Strong Momentum,44.2,BULLISH/BULLISH/BULLISH,0.83,LOW,6,Kimi-K2,HOLD,673.3791828155518,HOLD,100.0,88.0,106924.4,113470.79,2.0
2025-10-19 19:29:27,16,BTCUSDT,109061.99,64.63,71.31,BULLISH - Strong Momentum,41.17,BULLISH/BULLISH/BULLISH,0.79,LOW,6,Qwen3-32B,HOLD,550.8544445037842,HOLD,100.0,88.0,106880.75,113424.47,2.0
2025-10-19 19:29:27,16,BTCUSDT,109061.99,64.63,71.31,BULLISH - Strong Momentum,41.17,BULLISH/BULLISH/BULLISH,0.79,LOW,6,Llama-4-Maverick-17B,HOLD,523.3359336853027,HOLD,100.0,88.0,106880.75,113424.47,2.0
2025-10-19 19:29:27,16,BTCUSDT,109061.99,64.63,71.31,BULLISH - Strong Momentum,41.17,BULLISH/BULLISH/BULLISH,0.79,LOW,6,GPT-OSS-120B,HOLD,748.4121322631836,HOLD,100.0,88.0,106880.75,113424.47,2.0
2025-10-19 19:29:27,16,BTCUSDT,109061.99,64.63,71.31,BULLISH - Strong Momentum,41.17,BULLISH/BULLISH/BULLISH,0.79,LOW,6,Kimi-K2,HOLD,496.77515029907227,HOLD,100.0,88.0,106880.75,113424.47,2.0
2025-10-19 19:34:30,17,BTCUSDT,109212.63,67.9,83.79,BULLISH - Strong Momentum,38.36,BULLISH/BULLISH/BULLISH,0.89,LOW,6,Qwen3-32B,HOLD,521.411657333374,HOLD,100.0,88.0,107028.38,113581.14,2.0
2025-10-19 19:34:30,17,BTCUSDT,109212.63,67.9,83.79,BULLISH - Strong Momentum,38.36,BULLISH/BULLISH/BULLISH,0.89,LOW,6,Llama-4-Maverick-17B,HOLD,517.9738998413086,HOLD,100.0,88.0,107028.38,113581.14,2.0
2025-10-19 19:34:30,17,BTCUSDT,109212.63,67.9,83.79,BULLISH - Strong Momentum,38.36,BULLISH/BULLISH/BULLISH,0.89,LOW,6,GPT-OSS-120B,HOLD,612.372875213623,HOLD,100.0,88.0,107028.38,113581.14,2.0
2025-10-19 19:34:30,17,BTCUSDT,109212.63,67.9,83.79,BULLISH - Strong Momentum,38.36,BULLISH/BULLISH/BULLISH,0.89,LOW,6,Kimi-K2,HOLD,494.74477767944336,HOLD,100.0,88.0,107028.38,113581.14,2.0
2025-10-19 19:39:32,18,BTCUSDT,109160.0,64.78,79.43,BULLISH - Strong Momentum,35.75,BULLISH/BULLISH/BULLISH,0.96,LOW,6,Qwen3-32B,HOLD,564.7552013397217,HOLD,100.0,88.0,106976.8,113526.4,2.0
2025-10-19 19:39:32,18,BTCUSDT,109160.0,64.78,79.43,BULLISH - Strong Momentum,35.75,BULLISH/BULLISH/BULLISH,0.96,LOW,6,Llama-4-Maverick-17B,HOLD,641.639232635498,HOLD,100.0,88.0,106976.8,113526.4,2.0
2025-10-19 19:39:32,18,BTCUSDT,109160.0,64.78,79.43,BULLISH - Strong Momentum,35.75,BULLISH/BULLISH/BULLISH,0.96,LOW,6,GPT-OSS-120B,HOLD,870.5084323883057,HOLD,100.0,88.0,106976.8,113526.4,2.0
2025-10-19 19:39:32,18,BTCUSDT,109160.0,64.78,79.43,BULLISH - Strong Momentum,35.75,BULLISH/BULLISH/BULLISH,0.96,LOW,6,Kimi-K2,HOLD,535.5961322784424,HOLD,100.0,88.0,106976.8,113526.4,2.0
2025-10-19 19:44:36,19,BTCUSDT,109150.59,63.63,77.48,BULLISH - Strong Momentum,33.39,BULLISH/BULLISH/BULLISH,0.77,LOW,6,Qwen3-32B,HOLD,624.4397163391113,HOLD,100.0,88.0,106967.58,113516.61,2.0
2025-10-19 19:44:36,19,BTCUSDT,109150.59,63.63,77.48,BULLISH - Strong Momentum,33.39,BULLISH/BULLISH/BULLISH,0.77,LOW,6,Llama-4-Maverick-17B,HOLD,693.5577392578125,HOLD,100.0,88.0,106967.58,113516.61,2.0
2025-10-19 19:44:36,19,BTCUSDT,109150.59,63.63,77.48,BULLISH - Strong Momentum,33.39,BULLISH/BULLISH/BULLISH,0.77,LOW,6,GPT-OSS-120B,HOLD,540.7705307006836,HOLD,100.0,88.0,106967.58,113516.61,2.0
2025-10-19 19:44:36,19,BTCUSDT,109150.59,63.63,77.48,BULLISH - Strong Momentum,33.39,BULLISH/BULLISH/BULLISH,0.77,LOW,6,Kimi-K2,HOLD,479.0384769439697,HOLD,100.0,88.0,106967.58,113516.61,2.0
2025-10-19 19:49:39,20,BTCUSDT,109125.28,62.56,72.45,BULLISH - Strong Momentum,31.17,BULLISH/BULLISH/BULLISH,0.64,LOW,6,Qwen3-32B,HOLD,656.4071178436279,HOLD,100.0,88.0,106942.77,113490.29,2.0
2025-10-19 19:49:39,20,BTCUSDT,109125.28,62.56,72.45,BULLISH - Strong Momentum,31.17,BULLISH/BULLISH/BULLISH,0.64,LOW,6,Llama-4-Maverick-17B,HOLD,3069.597005844116,HOLD,100.0,88.0,106942.77,113490.29,2.0
2025-10-19 19:49:39,20,BTCUSDT,109125.28,62.56,72.45,BULLISH - Strong Momentum,31.17,BULLISH/BULLISH/BULLISH,0.64,LOW,6,GPT-OSS-120B,HOLD,951.0247707366943,HOLD,100.0,88.0,106942.77,113490.29,2.0
2025-10-19 19:49:39,20,BTCUSDT,109125.28,62.56,72.45,BULLISH - Strong Momentum,31.17,BULLISH/BULLISH/BULLISH,0.64,LOW,6,Kimi-K2,HOLD,448.5361576080322,HOLD,100.0,88.0,106942.77,113490.29,2.0
2025-10-19 19:54:44,21,BTCUSDT,109140.08,62.55,69.69,BULLISH - Strong Momentum,29.42,BULLISH/BULLISH/BULLISH,0.98,LOW,6,Qwen3-32B,HOLD,508.55159759521484,HOLD,100.0,88.0,106957.28,113505.68,2.0
2025-10-19 19:54:44,21,BTCUSDT,109140.08,62.55,69.69,BULLISH - Strong Momentum,29.42,BULLISH/BULLISH/BULLISH,0.98,LOW,6,Llama-4-Maverick-17B,HOLD,493.4830665588379,HOLD,100.0,88.0,106957.28,113505.68,2.0
2025-10-19 19:54:44,21,BTCUSDT,109140.08,62.55,69.69,BULLISH - Strong Momentum,29.42,BULLISH/BULLISH/BULLISH,0.98,LOW,6,GPT-OSS-120B,HOLD,1152.245283126831,HOLD,100.0,88.0,106957.28,113505.68,2.0
2025-10-19 19:54:44,21,BTCUSDT,109140.08,62.55,69.69,BULLISH - Strong Momentum,29.42,BULLISH/BULLISH/BULLISH,0.98,LOW,6,Kimi-K2,HOLD,538.0563735961914,HOLD,100.0,88.0,106957.28,113505.68,2.0
2025-10-19 19:59:48,22,BTCUSDT,109113.53,60.86,66.69,BULLISH - Strong Momentum,28.3,BULLISH/BULLISH/BULLISH,0.74,LOW,6,Qwen3-32B,HOLD,650.1147747039795,HOLD,100.0,88.0,106931.26,113478.07,2.0
2025-10-19 19:59:48,22,BTCUSDT,109113.53,60.86,66.69,BULLISH - Strong Momentum,28.3,BULLISH/BULLISH/BULLISH,0.74,LOW,6,Llama-4-Maverick-17B,HOLD,1912.4903678894043,HOLD,100.0,88.0,106931.26,113478.07,2.0
2025-10-19 19:59:48,22,BTCUSDT,109113.53,60.86,66.69,BULLISH - Strong Momentum,28.3,BULLISH/BULLISH/BULLISH,0.74,LOW,6,GPT-OSS-120B,HOLD,600.7511615753174,HOLD,100.0,88.0,106931.26,113478.07,2.0
2025-10-19 19:59:48,22,BTCUSDT,109113.53,60.86,66.69,BULLISH - Strong Momentum,28.3,BULLISH/BULLISH/BULLISH,0.74,LOW,6,Kimi-K2,HOLD,468.80030632019043,HOLD,100.0,88.0,106931.26,113478.07,2.0
2025-10-19 20:04:52,23,BTCUSDT,109155.71,62.05,71.45,BEARISH - Downward Pressure,27.16,BULLISH/BULLISH/BULLISH,0.7,LOW,4,Qwen3-32B,HOLD,600.8555889129639,HOLD,100.0,82.0,106972.6,113521.94,2.0
2025-10-19 20:04:52,23,BTCUSDT,109155.71,62.05,71.45,BEARISH - Downward Pressure,27.16,BULLISH/BULLISH/BULLISH,0.7,LOW,4,Llama-4-Maverick-17B,HOLD,541.5773391723633,HOLD,100.0,82.0,106972.6,113521.94,2.0
2025-10-19 20:04:52,23,BTCUSDT,109155.71,62.05,71.45,BEARISH - Downward Pressure,27.16,BULLISH/BULLISH/BULLISH,0.7,LOW,4,GPT-OSS-120B,HOLD,532.027006149292,HOLD,100.0,82.0,106972.6,113521.94,2.0
2025-10-19 20:04:52,23,BTCUSDT,109155.71,62.05,71.45,BEARISH - Downward Pressure,27.16,BULLISH/BULLISH/BULLISH,0.7,LOW,4,Kimi-K2,HOLD,505.80668449401855,HOLD,100.0,82.0,106972.6,113521.94,2.0
2025-10-19 20:09:54,24,BTCUSDT,109079.76,58.65,62.87,BEARISH - Downward Pressure,26.24,NEUTRAL/BULLISH/BULLISH,0.46,LOW,1,Qwen3-32B,HOLD,554.4426441192627,HOLD,100.0,73.0,106898.16,113442.95,2.0
2025-10-19 20:09:54,24,BTCUSDT,109079.76,58.65,62.87,BEARISH - Downward Pressure,26.24,NEUTRAL/BULLISH/BULLISH,0.46,LOW,1,Llama-4-Maverick-17B,HOLD,484.3130111694336,HOLD,100.0,73.0,106898.16,113442.95,2.0
