Timestamp,Cycle,Symbol,Price,RSI,MACD_Signal,Trend,Model_Name,Model_Signal,Model_Response_Time_ms,Consensus_Signal,Agreement_Level
2025-10-13 15:08:59,14,BTCUSDT,114447.46,49.8,BULLISH,BULLISH/BULLISH,Llama-4-Scout-17B,HOLD,0,BUY,50.0
2025-10-13 15:08:59,14,BTCUSDT,114447.46,49.8,BULLISH,BULLISH/BULLISH,Qwen3-32B,HOLD,0,BUY,50.0
2025-10-13 15:14:02,15,BTCUSDT,114315.49,46.02,BULLISH,BEARISH/BEARISH,Llama-3.3-70B,HOLD,0,HOLD,100.0
2025-10-13 15:14:02,15,BTCUSDT,114315.49,46.02,BULLISH,BEARISH/BEARISH,Llama-3.1-8B,HOLD,0,HOLD,100.0
2025-10-13 15:14:02,15,BTCUSDT,114315.49,46.02,BULLISH,BEARISH/BEARISH,Llama-4-Scout-17B,HOLD,0,HOLD,100.0
2025-10-13 15:14:02,15,BTCUSDT,114315.49,46.02,BULLISH,BEARISH/BEARISH,Qwen3-32B,HOLD,0,HOLD,100.0
2025-10-13 15:19:04,16,BTCUSDT,114455.97,50.54,BULLISH,NEUTRAL/BULLISH,Llama-3.3-70B,HOLD,0,HOLD,75.0
2025-10-13 15:19:04,16,BTCUSDT,114455.97,50.54,BULLISH,NEUTRAL/BULLISH,Llama-3.1-8B,BUY,0,HOLD,75.0
2025-10-13 15:19:04,16,BTCUSDT,114455.97,50.54,BULLISH,NEUTRAL/BULLISH,Llama-4-Scout-17B,HOLD,0,HOLD,75.0
2025-10-13 15:19:04,16,BTCUSDT,114455.97,50.54,BULLISH,NEUTRAL/BULLISH,Qwen3-32B,HOLD,0,HOLD,75.0
2025-10-13 15:24:06,17,BTCUSDT,114267.96,45.09,BULLISH,BEARISH/BEARISH,Llama-3.3-70B,HOLD,0,HOLD,100.0
2025-10-13 15:24:06,17,BTCUSDT,114267.96,45.09,BULLISH,BEARISH/BEARISH,Llama-3.1-8B,HOLD,0,HOLD,100.0
2025-10-13 15:24:06,17,BTCUSDT,114267.96,45.09,BULLISH,BEARISH/BEARISH,Llama-4-Scout-17B,HOLD,0,HOLD,100.0
2025-10-13 15:24:06,17,BTCUSDT,114267.96,45.09,BULLISH,BEARISH/BEARISH,Qwen3-32B,HOLD,0,HOLD,100.0
2025-10-13 15:29:08,18,BTCUSDT,114339.29,47.36,BULLISH,BEARISH/BEARISH,Llama-3.3-70B,HOLD,0,HOLD,100.0
2025-10-13 15:29:08,18,BTCUSDT,114339.29,47.36,BULLISH,BEARISH/BEARISH,Llama-3.1-8B,HOLD,0,HOLD,100.0
2025-10-13 15:29:08,18,BTCUSDT,114339.29,47.36,BULLISH,BEARISH/BEARISH,Llama-4-Scout-17B,HOLD,0,HOLD,100.0
2025-10-13 15:29:08,18,BTCUSDT,114339.29,47.36,BULLISH,BEARISH/BEARISH,Qwen3-32B,HOLD,0,HOLD,100.0
2025-10-13 15:34:10,19,BTCUSDT,115425.23,69.18,BULLISH,BULLISH/BULLISH,Llama-3.3-70B,HOLD,0,BUY,50.0
2025-10-13 15:34:10,19,BTCUSDT,115425.23,69.18,BULLISH,BULLISH/BULLISH,Llama-3.1-8B,BUY,0,BUY,50.0
2025-10-13 15:34:10,19,BTCUSDT,115425.23,69.18,BULLISH,BULLISH/BULLISH,Llama-4-Scout-17B,BUY,0,BUY,50.0
2025-10-13 15:34:10,19,BTCUSDT,115425.23,69.18,BULLISH,BULLISH/BULLISH,Qwen3-32B,HOLD,0,BUY,50.0
2025-10-13 15:39:12,20,BTCUSDT,114860.21,57.47,BULLISH,BULLISH/BULLISH,Llama-3.3-70B,BUY,0,BUY,75.0
2025-10-13 15:39:12,20,BTCUSDT,114860.21,57.47,BULLISH,BULLISH/BULLISH,Llama-3.1-8B,BUY,0,BUY,75.0
2025-10-13 15:39:12,20,BTCUSDT,114860.21,57.47,BULLISH,BULLISH/BULLISH,Llama-4-Scout-17B,BUY,0,BUY,75.0
2025-10-13 15:39:12,20,BTCUSDT,114860.21,57.47,BULLISH,BULLISH/BULLISH,Qwen3-32B,HOLD,0,BUY,75.0
2025-10-13 15:44:14,21,BTCUSDT,115038.98,59.6,BULLISH,BULLISH/BULLISH,Llama-3.3-70B,HOLD,0,BUY,50.0
2025-10-13 15:44:14,21,BTCUSDT,115038.98,59.6,BULLISH,BULLISH/BULLISH,Llama-3.1-8B,BUY,0,BUY,50.0
2025-10-13 15:44:14,21,BTCUSDT,115038.98,59.6,BULLISH,BULLISH/BULLISH,Llama-4-Scout-17B,BUY,0,BUY,50.0
2025-10-13 15:44:14,21,BTCUSDT,115038.98,59.6,BULLISH,BULLISH/BULLISH,Qwen3-32B,HOLD,0,BUY,50.0
2025-10-13 15:49:16,22,BTCUSDT,114819.55,55.53,BULLISH,BULLISH/BULLISH,Llama-3.3-70B,BUY,0,BUY,75.0
2025-10-13 15:49:16,22,BTCUSDT,114819.55,55.53,BULLISH,BULLISH/BULLISH,Llama-3.1-8B,BUY,0,BUY,75.0
2025-10-13 15:49:16,22,BTCUSDT,114819.55,55.53,BULLISH,BULLISH/BULLISH,Llama-4-Scout-17B,BUY,0,BUY,75.0
2025-10-13 15:49:16,22,BTCUSDT,114819.55,55.53,BULLISH,BULLISH/BULLISH,Qwen3-32B,HOLD,0,BUY,75.0
2025-10-13 15:54:19,23,BTCUSDT,115083.77,59.38,BULLISH,BULLISH/BULLISH,Llama-3.3-70B,HOLD,0,BUY,50.0
2025-10-13 15:54:19,23,BTCUSDT,115083.77,59.38,BULLISH,BULLISH/BULLISH,Llama-3.1-8B,BUY,0,BUY,50.0
2025-10-13 15:54:19,23,BTCUSDT,115083.77,59.38,BULLISH,BULLISH/BULLISH,Llama-4-Scout-17B,BUY,0,BUY,50.0
2025-10-13 15:54:19,23,BTCUSDT,115083.77,59.38,BULLISH,BULLISH/BULLISH,Qwen3-32B,HOLD,0,BUY,50.0
2025-10-13 16:08:39,1,BTCUSDT,115139.8,58.22,BULLISH,BULLISH/BULLISH,Llama-3.3-70B,BUY,0,BUY,75.0
2025-10-13 16:08:39,1,BTCUSDT,115139.8,58.22,BULLISH,BULLISH/BULLISH,Llama-3.1-8B,BUY,0,BUY,75.0
2025-10-13 16:08:39,1,BTCUSDT,115139.8,58.22,BULLISH,BULLISH/BULLISH,Llama-4-Scout-17B,BUY,0,BUY,75.0
2025-10-13 16:08:39,1,BTCUSDT,115139.8,58.22,BULLISH,BULLISH/BULLISH,Qwen3-32B,HOLD,0,BUY,75.0
2025-10-13 16:13:42,2,BTCUSDT,114913.47,53.59,BULLISH,NEUTRAL/BULLISH,Llama-3.3-70B,HOLD,0,HOLD,100.0
2025-10-13 16:13:42,2,BTCUSDT,114913.47,53.59,BULLISH,NEUTRAL/BULLISH,Llama-3.1-8B,HOLD,0,HOLD,100.0
2025-10-13 16:13:42,2,BTCUSDT,114913.47,53.59,BULLISH,NEUTRAL/BULLISH,Llama-4-Scout-17B,HOLD,0,HOLD,100.0
2025-10-13 16:13:42,2,BTCUSDT,114913.47,53.59,BULLISH,NEUTRAL/BULLISH,Qwen3-32B,HOLD,0,HOLD,100.0
2025-10-13 16:18:44,3,BTCUSDT,114887.55,52.95,BULLISH,NEUTRAL/BULLISH,Llama-3.3-70B,HOLD,0,HOLD,100.0
2025-10-13 16:18:44,3,BTCUSDT,114887.55,52.95,BULLISH,NEUTRAL/BULLISH,Llama-3.1-8B,HOLD,0,HOLD,100.0
2025-10-13 16:18:44,3,BTCUSDT,114887.55,52.95,BULLISH,NEUTRAL/BULLISH,Llama-4-Scout-17B,HOLD,0,HOLD,100.0
2025-10-13 16:18:44,3,BTCUSDT,114887.55,52.95,BULLISH,NEUTRAL/BULLISH,Qwen3-32B,HOLD,0,HOLD,100.0
2025-10-13 16:23:47,4,BTCUSDT,114436.02,44.8,BEARISH,NEUTRAL/BEARISH,Llama-3.3-70B,HOLD,0,HOLD,100.0
2025-10-13 16:23:47,4,BTCUSDT,114436.02,44.8,BEARISH,NEUTRAL/BEARISH,Llama-3.1-8B,HOLD,0,HOLD,100.0
2025-10-13 16:23:47,4,BTCUSDT,114436.02,44.8,BEARISH,NEUTRAL/BEARISH,Llama-4-Scout-17B,HOLD,0,HOLD,100.0
2025-10-13 16:23:47,4,BTCUSDT,114436.02,44.8,BEARISH,NEUTRAL/BEARISH,Qwen3-32B,HOLD,0,HOLD,100.0
2025-10-13 16:28:50,5,BTCUSDT,114339.99,43.04,BEARISH,NEUTRAL/BEARISH,Llama-3.3-70B,HOLD,0,HOLD,100.0
2025-10-13 16:28:50,5,BTCUSDT,114339.99,43.04,BEARISH,NEUTRAL/BEARISH,Llama-3.1-8B,HOLD,0,HOLD,100.0
2025-10-13 16:28:50,5,BTCUSDT,114339.99,43.04,BEARISH,NEUTRAL/BEARISH,Llama-4-Scout-17B,HOLD,0,HOLD,100.0
2025-10-13 16:28:50,5,BTCUSDT,114339.99,43.04,BEARISH,NEUTRAL/BEARISH,Qwen3-32B,HOLD,0,HOLD,100.0
2025-10-13 16:33:53,6,BTCUSDT,114202.21,40.94,BEARISH,BEARISH/BEARISH,Llama-3.3-70B,SELL,0,SELL,75.0
2025-10-13 16:33:53,6,BTCUSDT,114202.21,40.94,BEARISH,BEARISH/BEARISH,Llama-3.1-8B,SELL,0,SELL,75.0
2025-10-13 16:33:53,6,BTCUSDT,114202.21,40.94,BEARISH,BEARISH/BEARISH,Llama-4-Scout-17B,SELL,0,SELL,75.0
2025-10-13 16:33:53,6,BTCUSDT,114202.21,40.94,BEARISH,BEARISH/BEARISH,Qwen3-32B,HOLD,0,SELL,75.0
2025-10-13 16:38:56,7,BTCUSDT,114599.01,48.44,BEARISH,BEARISH/BEARISH,Llama-3.3-70B,SELL,0,HOLD,75.0
2025-10-13 16:38:56,7,BTCUSDT,114599.01,48.44,BEARISH,BEARISH/BEARISH,Llama-3.1-8B,HOLD,0,HOLD,75.0
2025-10-13 16:38:56,7,BTCUSDT,114599.01,48.44,BEARISH,BEARISH/BEARISH,Llama-4-Scout-17B,HOLD,0,HOLD,75.0
2025-10-13 16:38:56,7,BTCUSDT,114599.01,48.44,BEARISH,BEARISH/BEARISH,Qwen3-32B,HOLD,0,HOLD,75.0
2025-10-13 16:43:59,8,BTCUSDT,114515.14,46.97,BEARISH,BEARISH/BEARISH,Llama-3.3-70B,SELL,0,HOLD,75.0
2025-10-13 16:43:59,8,BTCUSDT,114515.14,46.97,BEARISH,BEARISH/BEARISH,Llama-3.1-8B,HOLD,0,HOLD,75.0
2025-10-13 16:43:59,8,BTCUSDT,114515.14,46.97,BEARISH,BEARISH/BEARISH,Llama-4-Scout-17B,HOLD,0,HOLD,75.0
2025-10-13 16:43:59,8,BTCUSDT,114515.14,46.97,BEARISH,BEARISH/BEARISH,Qwen3-32B,HOLD,0,HOLD,75.0
2025-10-13 16:49:10,9,BTCUSDT,114218.47,42.09,BEARISH,BEARISH/BEARISH,Llama-3.3-70B,SELL,0,SELL,75.0
2025-10-13 16:49:10,9,BTCUSDT,114218.47,42.09,BEARISH,BEARISH/BEARISH,Llama-3.1-8B,SELL,0,SELL,75.0
2025-10-13 16:49:10,9,BTCUSDT,114218.47,42.09,BEARISH,BEARISH/BEARISH,Llama-4-Scout-17B,SELL,0,SELL,75.0
2025-10-13 16:49:10,9,BTCUSDT,114218.47,42.09,BEARISH,BEARISH/BEARISH,Qwen3-32B,HOLD,0,SELL,75.0
2025-10-13 16:54:13,10,BTCUSDT,114154.2,41.13,BEARISH,BEARISH/BEARISH,Llama-3.3-70B,SELL,0,SELL,75.0
2025-10-13 16:54:13,10,BTCUSDT,114154.2,41.13,BEARISH,BEARISH/BEARISH,Llama-3.1-8B,SELL,0,SELL,75.0
2025-10-13 16:54:13,10,BTCUSDT,114154.2,41.13,BEARISH,BEARISH/BEARISH,Llama-4-Scout-17B,SELL,0,SELL,75.0
2025-10-13 16:54:13,10,BTCUSDT,114154.2,41.13,BEARISH,BEARISH/BEARISH,Qwen3-32B,HOLD,0,SELL,75.0
2025-10-13 16:59:23,11,BTCUSDT,113962.59,38.44,BEARISH,BEARISH/BEARISH,Llama-3.3-70B,SELL,0,SELL,75.0
2025-10-13 16:59:23,11,BTCUSDT,113962.59,38.44,BEARISH,BEARISH/BEARISH,Llama-3.1-8B,SELL,0,SELL,75.0
2025-10-13 16:59:23,11,BTCUSDT,113962.59,38.44,BEARISH,BEARISH/BEARISH,Llama-4-Scout-17B,SELL,0,SELL,75.0
2025-10-13 16:59:23,11,BTCUSDT,113962.59,38.44,BEARISH,BEARISH/BEARISH,Qwen3-32B,HOLD,0,SELL,75.0
2025-10-13 17:04:27,12,BTCUSDT,114000.01,39.58,BEARISH,BEARISH/BEARISH,Llama-3.3-70B,SELL,0,SELL,75.0
2025-10-13 17:04:27,12,BTCUSDT,114000.01,39.58,BEARISH,BEARISH/BEARISH,Llama-3.1-8B,SELL,0,SELL,75.0
2025-10-13 17:04:27,12,BTCUSDT,114000.01,39.58,BEARISH,BEARISH/BEARISH,Llama-4-Scout-17B,SELL,0,SELL,75.0
2025-10-13 17:04:27,12,BTCUSDT,114000.01,39.58,BEARISH,BEARISH/BEARISH,Qwen3-32B,HOLD,0,SELL,75.0
2025-10-13 17:09:37,13,BTCUSDT,114254.58,44.85,BEARISH,BEARISH/BEARISH,Llama-3.3-70B,HOLD,0,SELL,50.0
2025-10-13 17:09:37,13,BTCUSDT,114254.58,44.85,BEARISH,BEARISH/BEARISH,Llama-3.1-8B,SELL,0,SELL,50.0
2025-10-13 17:09:37,13,BTCUSDT,114254.58,44.85,BEARISH,BEARISH/BEARISH,Llama-4-Scout-17B,SELL,0,SELL,50.0
2025-10-13 17:09:37,13,BTCUSDT,114254.58,44.85,BEARISH,BEARISH/BEARISH,Qwen3-32B,HOLD,0,SELL,50.0
2025-10-13 17:14:54,14,BTCUSDT,114450.27,48.88,BEARISH,NEUTRAL/BEARISH,Llama-3.3-70B,HOLD,0,HOLD,100.0
2025-10-13 17:14:54,14,BTCUSDT,114450.27,48.88,BEARISH,NEUTRAL/BEARISH,Llama-3.1-8B,HOLD,0,HOLD,100.0
2025-10-13 17:14:54,14,BTCUSDT,114450.27,48.88,BEARISH,NEUTRAL/BEARISH,Llama-4-Scout-17B,HOLD,0,HOLD,100.0
2025-10-13 17:14:54,14,BTCUSDT,114450.27,48.88,BEARISH,NEUTRAL/BEARISH,Qwen3-32B,HOLD,0,HOLD,100.0
2025-10-13 17:19:56,15,BTCUSDT,114387.39,47.65,BEARISH,NEUTRAL/BEARISH,Llama-3.3-70B,HOLD,0,HOLD,100.0
2025-10-13 17:19:56,15,BTCUSDT,114387.39,47.65,BEARISH,NEUTRAL/BEARISH,Llama-3.1-8B,HOLD,0,HOLD,100.0
2025-10-13 17:19:56,15,BTCUSDT,114387.39,47.65,BEARISH,NEUTRAL/BEARISH,Llama-4-Scout-17B,HOLD,0,HOLD,100.0
2025-10-13 17:19:56,15,BTCUSDT,114387.39,47.65,BEARISH,NEUTRAL/BEARISH,Qwen3-32B,HOLD,0,HOLD,100.0
2025-10-13 17:24:59,16,BTCUSDT,114296.59,45.86,BEARISH,BEARISH/BEARISH,Llama-3.3-70B,HOLD,0,HOLD,75.0
2025-10-13 17:24:59,16,BTCUSDT,114296.59,45.86,BEARISH,BEARISH/BEARISH,Llama-3.1-8B,SELL,0,HOLD,75.0
2025-10-13 17:24:59,16,BTCUSDT,114296.59,45.86,BEARISH,BEARISH/BEARISH,Llama-4-Scout-17B,HOLD,0,HOLD,75.0
2025-10-13 17:24:59,16,BTCUSDT,114296.59,45.86,BEARISH,BEARISH/BEARISH,Qwen3-32B,HOLD,0,HOLD,75.0
2025-10-13 17:30:02,17,BTCUSDT,114285.48,45.63,BEARISH,BEARISH/BEARISH,Llama-3.3-70B,SELL,0,SELL,75.0
2025-10-13 17:30:02,17,BTCUSDT,114285.48,45.63,BEARISH,BEARISH/BEARISH,Llama-3.1-8B,SELL,0,SELL,75.0
2025-10-13 17:30:02,17,BTCUSDT,114285.48,45.63,BEARISH,BEARISH/BEARISH,Llama-4-Scout-17B,SELL,0,SELL,75.0
2025-10-13 17:30:02,17,BTCUSDT,114285.48,45.63,BEARISH,BEARISH/BEARISH,Qwen3-32B,HOLD,0,SELL,75.0
2025-10-13 17:35:16,18,BTCUSDT,114358.94,47.48,BEARISH,NEUTRAL/BEARISH,Llama-3.3-70B,HOLD,0,HOLD,100.0
2025-10-13 17:35:16,18,BTCUSDT,114358.94,47.48,BEARISH,NEUTRAL/BEARISH,Llama-3.1-8B,HOLD,0,HOLD,100.0
2025-10-13 17:35:16,18,BTCUSDT,114358.94,47.48,BEARISH,NEUTRAL/BEARISH,Llama-4-Scout-17B,HOLD,0,HOLD,100.0
2025-10-13 17:35:16,18,BTCUSDT,114358.94,47.48,BEARISH,NEUTRAL/BEARISH,Qwen3-32B,HOLD,0,HOLD,100.0
2025-10-13 17:40:18,19,BTCUSDT,114239.6,45.02,BEARISH,BEARISH/BEARISH,Llama-3.3-70B,SELL,0,SELL,75.0
2025-10-13 17:40:18,19,BTCUSDT,114239.6,45.02,BEARISH,BEARISH/BEARISH,Llama-3.1-8B,SELL,0,SELL,75.0
2025-10-13 17:40:18,19,BTCUSDT,114239.6,45.02,BEARISH,BEARISH/BEARISH,Llama-4-Scout-17B,SELL,0,SELL,75.0
2025-10-13 17:40:18,19,BTCUSDT,114239.6,45.02,BEARISH,BEARISH/BEARISH,Qwen3-32B,HOLD,0,SELL,75.0
2025-10-13 17:45:21,20,BTCUSDT,114186.05,44.19,BEARISH,BEARISH/BEARISH,Llama-3.3-70B,SELL,0,SELL,75.0
2025-10-13 17:45:21,20,BTCUSDT,114186.05,44.19,BEARISH,BEARISH/BEARISH,Llama-3.1-8B,SELL,0,SELL,75.0
2025-10-13 17:45:21,20,BTCUSDT,114186.05,44.19,BEARISH,BEARISH/BEARISH,Llama-4-Scout-17B,SELL,0,SELL,75.0
2025-10-13 17:45:21,20,BTCUSDT,114186.05,44.19,BEARISH,BEARISH/BEARISH,Qwen3-32B,HOLD,0,SELL,75.0
2025-10-13 17:50:23,21,BTCUSDT,114563.8,53.22,BULLISH,NEUTRAL/BULLISH,Llama-3.3-70B,HOLD,0,HOLD,100.0
2025-10-13 17:50:23,21,BTCUSDT,114563.8,53.22,BULLISH,NEUTRAL/BULLISH,Llama-3.1-8B,HOLD,0,HOLD,100.0
2025-10-13 17:50:23,21,BTCUSDT,114563.8,53.22,BULLISH,NEUTRAL/BULLISH,Llama-4-Scout-17B,HOLD,0,HOLD,100.0
2025-10-13 17:50:23,21,BTCUSDT,114563.8,53.22,BULLISH,NEUTRAL/BULLISH,Qwen3-32B,HOLD,0,HOLD,100.0
2025-10-13 17:55:26,22,BTCUSDT,114314.19,47.55,BULLISH,BEARISH/BEARISH,Llama-3.3-70B,HOLD,0,HOLD,100.0
2025-10-13 17:55:26,22,BTCUSDT,114314.19,47.55,BULLISH,BEARISH/BEARISH,Llama-3.1-8B,HOLD,0,HOLD,100.0
2025-10-13 17:55:26,22,BTCUSDT,114314.19,47.55,BULLISH,BEARISH/BEARISH,Llama-4-Scout-17B,HOLD,0,HOLD,100.0
2025-10-13 17:55:26,22,BTCUSDT,114314.19,47.55,BULLISH,BEARISH/BEARISH,Qwen3-32B,HOLD,0,HOLD,100.0
